         113241 function calls (110377 primitive calls) in 0.638 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:84(Timer)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
        8    0.000    0.000    0.000    0.000 types.py:176(__get__)
      181    0.001    0.000    0.007    0.000 typing.py:1016(__init__)
     1062    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      473    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
  337/266    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
        2    0.000    0.000    0.000    0.000 typing.py:1040(__or__)
    45/12    0.001    0.000    0.003    0.000 typing.py:1046(__getitem__)
      102    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
       66    0.000    0.000    0.000    0.000 typing.py:1055(<genexpr>)
       96    0.000    0.000    0.000    0.000 typing.py:1074(<genexpr>)
       33    0.000    0.000    0.001    0.000 typing.py:1083(copy_with)
        3    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       16    0.000    0.000    0.001    0.000 typing.py:1138(__getitem__)
       39    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       18    0.000    0.000    0.001    0.000 typing.py:1147(copy_with)
        2    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
        2    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
        4    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
       12    0.000    0.000    0.001    0.000 typing.py:1239(copy_with)
      153    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
  125/123    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
      183    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
     1868    0.001    0.000    0.001    0.000 typing.py:1273(<genexpr>)
      234    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
      144    0.000    0.000    0.001    0.000 typing.py:1284(__hash__)
       27    0.000    0.000    0.002    0.000 typing.py:1323(__class_getitem__)
       54    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       48    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
      398    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
      312    0.001    0.000    0.002    0.000 typing.py:146(_type_check)
        4    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        8    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing.py:2047(final)
      184    0.001    0.000    0.002    0.000 typing.py:206(_collect_type_vars)
      291    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       85    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        5    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
        5    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
        5    0.000    0.000    0.001    0.000 typing.py:2267(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:2356(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
      101    0.000    0.000    0.001    0.000 typing.py:253(_deduplicate)
       62    0.000    0.000    0.001    0.000 typing.py:267(_remove_dups_flatten)
       39    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
  254/193    0.000    0.000    0.016    0.000 typing.py:306(inner)
       39    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
        1    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
    63/62    0.000    0.000    0.007    0.000 typing.py:401(__getitem__)
       39    0.000    0.000    0.003    0.000 typing.py:407(__getitem__)
       62    0.000    0.000    0.006    0.000 typing.py:483(Union)
      319    0.000    0.000    0.002    0.000 typing.py:515(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:523(Optional)
       39    0.000    0.000    0.002    0.000 typing.py:532(Literal)
      480    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
     1609    0.001    0.000    0.002    0.000 typing.py:935(_is_dunder)
      181    0.000    0.000    0.003    0.000 typing.py:947(__init__)
     1609    0.003    0.000    0.004    0.000 typing.py:986(__setattr__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.018    0.018 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:104(_Deprecate)
        3    0.000    0.000    0.000    0.000 version.py:1(<module>)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       24    0.000    0.000    0.000    0.000 {boundingRect}
      675    0.001    0.000    0.002    0.000 {built-in method __new__ of type object at 0x55956f59e9a0}
       27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    34/14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      128    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1289    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       13    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       17    0.049    0.003    0.055    0.003 {built-in method _imp.create_dynamic}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    17/12    0.007    0.000    0.018    0.002 {built-in method _imp.exec_dynamic}
       52    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      172    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1289    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       22    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       81    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       68    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       35    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       11    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      374    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     1167    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
  274/242    0.021    0.000    0.028    0.000 {built-in method builtins.__build_class__}
    375/9    0.001    0.000    0.249    0.028 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       38    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       65    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      144    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       13    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
    131/1    0.001    0.000    0.638    0.638 {built-in method builtins.exec}
     4151    0.005    0.000    0.005    0.000 {built-in method builtins.getattr}
      397    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     2812    0.003    0.000    0.003    0.000 {built-in method builtins.hasattr}
  606/495    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    12616    0.003    0.000    0.003    0.000 {built-in method builtins.isinstance}
      112    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
5023/4879    0.001    0.000    0.001    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      261    0.000    0.000    0.001    0.000 {built-in method builtins.max}
     1013    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      296    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       61    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     2810    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 {built-in method cv2._registerMatType}
      385    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       42    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      128    0.004    0.000    0.004    0.000 {built-in method io.open_code}
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      128    0.020    0.000    0.020    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._using_numpy2_behavior}
      118    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
      486    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       18    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       11    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        5    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
      784    0.007    0.000    0.007    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       16    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       58    0.000    0.000    0.000    0.000 {built-in method sys.intern}
     4220    0.005    0.000    0.005    0.000 {contourArea}
        1    0.002    0.002    0.002    0.002 {cvtColor}
        1    0.017    0.017    0.017    0.017 {findContours}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f344a1f4dc0}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7f344a1b25f0}
        1    0.089    0.089    0.089    0.089 {imread}
       58    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      130    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     1150    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       12    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      396    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     3600    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       74    0.004    0.000    0.004    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       18    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
     1103    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      414    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      167    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      299    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      550    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       87    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       66    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
       76    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      144    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     1988    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       27    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      927    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      107    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       12    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      213    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       48    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        9    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
      128    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       11    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        8    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       42    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      264    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     1129    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
     3373    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       43    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     2168    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
      341    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       36    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
      357    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       16    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}


